YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ARRIVAL_DELAY,DISTANCE
2015,1,12,1,US,403,N679AW,SFO,PHL,1100,1059,-1,15,1114,317,313,290,1904,8,1917,1912,0,0,,NA,NA,NA,NA,NA,-5,2521
2015,1,12,1,WN,1945,N406WN,BNA,LAX,1205,1205,0,12,1217,285,266,248,1425,6,1450,1431,0,0,,NA,NA,NA,NA,NA,-19,1797
2015,1,12,1,AA,2251,N3HPAA,CLT,MIA,1315,1451,96,17,1508,128,130,107,1655,6,1523,1701,0,0,,2,0,4,92,0,98,650
2015,1,12,1,F9,556,N203FR,SAN,DEN,1438,1442,4,17,1459,132,158,122,1801,19,1750,1820,0,0,,29,0,0,1,0,30,853
2015,1,12,1,DL,1466,N920DL,ATL,GSO,1455,1451,-4,16,1507,74,66,44,1551,6,1609,1557,0,0,,NA,NA,NA,NA,NA,-12,306
2015,1,12,1,DL,1881,N337NB,CVG,ATL,1615,1711,56,10,1721,95,84,66,1827,8,1750,1835,0,0,,39,0,0,6,0,45,373
2015,1,12,1,DL,1053,N908DA,ATL,PBI,1625,1652,27,18,1710,110,105,84,1834,3,1815,1837,0,0,,0,0,0,13,9,22,545
2015,1,12,1,MQ,3649,N534MQ,DSM,ORD,1635,NA,NA,NA,NA,83,NA,NA,NA,NA,1758,NA,0,1,A,NA,NA,NA,NA,NA,NA,299
2015,1,12,1,UA,1744,N38727,LGA,IAH,1653,1741,48,11,1752,255,230,213,2025,6,2008,2031,0,0,,0,0,0,20,3,23,1416
2015,1,12,1,EV,5460,N136EV,BMI,ATL,1655,NA,NA,NA,NA,90,NA,NA,NA,NA,1925,NA,0,1,B,NA,NA,NA,NA,NA,NA,533
2015,1,12,1,WN,1439,N646SW,BWI,JAX,1945,2007,22,8,2015,125,126,113,2208,5,2150,2213,0,0,,1,0,0,22,0,23,663
2015,1,13,2,OO,4531,N809SK,FCA,SLC,605,600,-5,10,610,102,82,64,714,8,747,722,0,0,,NA,NA,NA,NA,NA,-25,531
2015,1,13,2,UA,1438,N79521,EWR,PBI,729,733,4,23,756,180,184,156,1032,5,1029,1037,0,0,,NA,NA,NA,NA,NA,8,1023
2015,1,13,2,WN,2493,N294WN,BWI,SAT,1025,1024,-1,15,1039,245,235,214,1313,6,1330,1319,0,0,,NA,NA,NA,NA,NA,-11,1407
2015,1,13,2,AA,1471,N503AA,DEN,DFW,1034,1106,32,27,1133,116,131,96,1409,8,1330,1417,0,0,,15,0,0,32,0,47,641
2015,1,13,2,B6,971,N587JB,LGA,FLL,1042,1024,-18,24,1048,192,184,156,1324,4,1354,1328,0,0,,NA,NA,NA,NA,NA,-26,1076
2015,1,13,2,MQ,3093,N674MQ,TUL,ORD,1126,1220,54,11,1231,114,114,88,1359,15,1320,1414,0,0,,0,0,0,54,0,54,585
2015,1,13,2,UA,1405,N73275,EWR,PBI,1230,1232,2,12,1244,181,170,152,1516,6,1531,1522,0,0,,NA,NA,NA,NA,NA,-9,1023
2015,1,13,2,AA,2304,N467AA,DFW,TUS,1240,1238,-2,16,1254,146,151,131,1405,4,1406,1409,0,0,,NA,NA,NA,NA,NA,3,813
2015,1,13,2,EV,5474,N849AS,ATL,CSG,1455,1452,-3,21,1513,42,49,25,1538,3,1537,1541,0,0,,NA,NA,NA,NA,NA,4,83
2015,1,13,2,WN,3473,N712SW,ONT,DEN,1535,1555,20,9,1604,130,127,110,1854,8,1845,1902,0,0,,0,0,4,13,0,17,819
2015,1,13,2,WN,358,N409WN,SAN,SEA,1545,1609,24,13,1622,180,164,145,1847,6,1845,1853,0,0,,NA,NA,NA,NA,NA,8,1050
2015,1,13,2,OO,5345,N960SW,ORD,MKE,1647,1711,24,16,1727,49,45,19,1746,10,1736,1756,0,0,,0,0,0,20,0,20,67
2015,1,13,2,OO,6268,N579SW,FAT,SFO,1737,1730,-7,15,1745,63,52,35,1820,2,1840,1822,0,0,,NA,NA,NA,NA,NA,-18,158
2015,1,13,2,AA,1031,N4WNAA,PIT,DFW,1806,1755,-11,9,1804,199,179,159,1943,11,2025,1954,0,0,,NA,NA,NA,NA,NA,-31,1067
2015,1,13,2,MQ,3428,N532MQ,AMA,DFW,1857,NA,NA,NA,NA,73,NA,NA,NA,NA,2010,NA,0,1,A,NA,NA,NA,NA,NA,NA,312
2015,1,13,2,WN,130,N7737E,LAS,SLC,1910,2001,51,12,2013,80,81,66,2219,3,2130,2222,0,0,,1,0,22,29,0,52,368
2015,1,13,2,UA,1691,N39726,SNA,EWR,2107,2101,-6,19,2120,298,297,271,451,7,505,458,0,0,,NA,NA,NA,NA,NA,-7,2434
2015,1,14,3,MQ,2930,N619MQ,ALO,ORD,652,648,-4,16,704,93,104,39,743,49,825,832,0,0,,NA,NA,NA,NA,NA,7,234
2015,1,14,3,EV,4138,N16183,GRK,IAH,714,705,-9,12,717,58,54,32,749,10,812,759,0,0,,NA,NA,NA,NA,NA,-13,166
2015,1,14,3,UA,533,N406UA,ORD,SNA,815,813,-2,12,825,269,237,208,953,17,1044,1010,0,0,,NA,NA,NA,NA,NA,-34,1726
2015,1,14,3,AA,1453,N4YSAA,DFW,PDX,905,858,-7,18,916,255,238,216,1052,4,1120,1056,0,0,,NA,NA,NA,NA,NA,-24,1616
2015,1,14,3,UA,1440,N63820,SAN,ORD,1111,1120,9,13,1133,246,231,207,1700,11,1717,1711,0,0,,NA,NA,NA,NA,NA,-6,1723
2015,1,14,3,DL,1240,N946DN,TUS,ATL,1413,1415,2,12,1427,206,203,174,1921,17,1939,1938,0,0,,NA,NA,NA,NA,NA,-1,1541
2015,1,14,3,US,511,N817AW,OMA,PHX,1425,1417,-8,18,1435,169,160,139,1554,3,1614,1557,0,0,,NA,NA,NA,NA,NA,-17,1037
2015,1,14,3,MQ,3351,N902MQ,SAV,DFW,1728,1723,-5,13,1736,182,195,165,1921,17,1930,1938,0,0,,NA,NA,NA,NA,NA,8,925
2015,1,14,3,B6,1290,N653JB,SJU,EWR,1835,1842,7,24,1906,252,280,244,2210,12,2147,2222,0,0,,28,0,7,0,0,35,1608
2015,1,15,4,DL,977,N333NW,ORD,ATL,600,559,-1,20,619,130,118,89,848,9,910,857,0,0,,NA,NA,NA,NA,NA,-13,606
2015,1,15,4,WN,562,N448WN,LAX,DAL,735,732,-3,6,738,175,165,155,1213,4,1230,1217,0,0,,NA,NA,NA,NA,NA,-13,1246
2015,1,15,4,DL,1295,N937DN,ATL,PIT,905,900,-5,19,919,96,95,72,1031,4,1041,1035,0,0,,NA,NA,NA,NA,NA,-6,526
2015,1,15,4,WN,276,N792SW,BWI,IND,910,906,-4,10,916,110,96,80,1036,6,1100,1042,0,0,,NA,NA,NA,NA,NA,-18,516
2015,1,15,4,US,1703,N913US,PHL,SFO,1020,1019,-1,17,1036,388,349,327,1303,5,1348,1308,0,0,,NA,NA,NA,NA,NA,-40,2521
2015,1,15,4,EV,4994,N723EV,RDU,LGA,1105,1057,-8,15,1112,97,93,61,1213,17,1242,1230,0,0,,NA,NA,NA,NA,NA,-12,431
2015,1,15,4,AA,1468,N3CFAA,LAS,DFW,1328,1328,0,17,1345,157,156,132,1757,7,1805,1804,0,0,,NA,NA,NA,NA,NA,-1,1055
2015,1,15,4,OO,5308,N565SW,LAR,DEN,1425,1413,-12,7,1420,53,65,26,1446,32,1518,1518,0,0,,NA,NA,NA,NA,NA,0,113
2015,1,15,4,WN,4885,N967WN,ISP,BWI,1455,1516,21,7,1523,75,61,51,1614,3,1610,1617,0,0,,NA,NA,NA,NA,NA,7,220
2015,1,15,4,MQ,3305,N511MQ,RDU,LGA,1530,1522,-8,13,1535,96,80,63,1638,4,1706,1642,0,0,,NA,NA,NA,NA,NA,-24,431
2015,1,15,4,MQ,3265,N822MQ,LGA,ORF,1620,1611,-9,33,1644,92,85,51,1735,1,1752,1736,0,0,,NA,NA,NA,NA,NA,-16,296
2015,1,15,4,MQ,3025,N686MQ,ORD,DSM,1625,1621,-4,9,1630,76,88,58,1728,21,1741,1749,0,0,,NA,NA,NA,NA,NA,8,299
2015,1,15,4,AS,480,N533AS,SEA,SAN,1745,1742,-3,20,1802,163,163,139,2021,4,2028,2025,0,0,,NA,NA,NA,NA,NA,-3,1050
2015,1,15,4,WN,424,N905WN,TPA,BUF,1855,1853,-2,14,1907,160,158,140,2127,4,2135,2131,0,0,,NA,NA,NA,NA,NA,-4,1053
2015,1,15,4,MQ,3695,N675MQ,ORD,MHK,1940,1936,-4,14,1950,102,93,76,2106,3,2122,2109,0,0,,NA,NA,NA,NA,NA,-13,501
2015,1,15,4,OO,5585,N917SW,DEN,BIS,1943,1935,-8,17,1952,94,92,72,2204,3,2217,2207,0,0,,NA,NA,NA,NA,NA,-10,516
2015,1,15,4,DL,1262,N718TW,LAX,JFK,2300,2312,12,11,2323,314,304,287,710,6,714,716,0,0,,NA,NA,NA,NA,NA,2,2475
2015,1,16,5,WN,7,N423WN,TUL,DAL,640,634,-6,15,649,70,59,39,728,5,750,733,0,0,,NA,NA,NA,NA,NA,-17,237
2015,1,16,5,WN,1704,N410WN,DAL,BNA,715,710,-5,16,726,100,99,77,843,6,855,849,0,0,,NA,NA,NA,NA,NA,-6,623
2015,1,16,5,WN,1711,N8306H,DEN,SFO,840,848,8,15,903,175,156,135,1018,6,1035,1024,0,0,,NA,NA,NA,NA,NA,-11,967
2015,1,16,5,WN,2253,N718SW,BWI,DTW,850,854,4,16,910,100,94,71,1021,7,1030,1028,0,0,,NA,NA,NA,NA,NA,-2,409
2015,1,16,5,AA,1614,N481AA,DFW,ELP,1030,1027,-3,15,1042,106,97,79,1101,3,1116,1104,0,0,,NA,NA,NA,NA,NA,-12,551
2015,1,16,5,WN,921,N8654B,CLE,MDW,1140,1139,-1,12,1151,85,72,56,1147,4,1205,1151,0,0,,NA,NA,NA,NA,NA,-14,307
2015,1,16,5,WN,406,N7740A,MSY,STL,1245,1239,-6,6,1245,100,99,90,1415,3,1425,1418,0,0,,NA,NA,NA,NA,NA,-7,604
2015,1,16,5,AA,1508,N5EMAA,MIA,JFK,1306,1303,-3,14,1317,174,163,144,1541,5,1600,1546,0,0,,NA,NA,NA,NA,NA,-14,1089
2015,1,16,5,US,1893,N721UW,JAX,CLT,1530,1527,-3,9,1536,82,72,58,1634,5,1652,1639,0,0,,NA,NA,NA,NA,NA,-13,328
2015,1,16,5,B6,1445,N229JB,BOS,CLT,1530,1530,0,15,1545,146,129,111,1736,3,1756,1739,0,0,,NA,NA,NA,NA,NA,-17,728
2015,1,16,5,WN,2594,N952WN,MDW,DCA,1735,1746,11,10,1756,105,98,81,2017,7,2020,2024,0,0,,NA,NA,NA,NA,NA,4,601
2015,1,16,5,UA,251,N460UA,PHX,SFO,1758,1755,-3,22,1817,127,126,100,1857,4,1905,1901,0,0,,NA,NA,NA,NA,NA,-4,651
2015,1,16,5,AS,129,N320AS,SEA,FAI,1930,1943,13,15,1958,234,218,199,2217,4,2224,2221,0,0,,NA,NA,NA,NA,NA,-3,1533
2015,1,16,5,WN,4369,N629SW,FLL,ISP,2050,2044,-6,19,2103,165,177,153,2336,5,2335,2341,0,0,,NA,NA,NA,NA,NA,6,1092
2015,1,16,5,DL,1898,N922DX,ATL,IND,2159,2207,8,20,2227,93,89,65,2332,4,2332,2336,0,0,,NA,NA,NA,NA,NA,4,432
2015,1,17,6,MQ,3113,N676MQ,MSN,DFW,618,618,0,18,636,167,159,119,835,22,905,857,0,0,,NA,NA,NA,NA,NA,-8,821
2015,1,17,6,US,489,N742PS,BOI,PHX,700,655,-5,32,727,123,126,91,858,3,903,901,0,0,,NA,NA,NA,NA,NA,-2,735
2015,1,17,6,DL,2328,N654DL,MCO,DTW,825,820,-5,16,836,159,171,145,1101,10,1104,1111,0,0,,NA,NA,NA,NA,NA,7,957
2015,1,17,6,UA,1714,N69829,IAH,SMF,910,904,-6,20,924,260,249,224,1108,5,1130,1113,0,0,,NA,NA,NA,NA,NA,-17,1609
2015,1,17,6,B6,199,N638JB,LGA,MCO,912,1148,156,23,1211,181,159,134,1425,2,1213,1427,0,0,,0,0,0,134,0,134,950
2015,1,17,6,B6,223,N942JB,JFK,LAX,940,931,-9,25,956,379,366,336,1232,5,1259,1237,0,0,,NA,NA,NA,NA,NA,-22,2475
2015,1,17,6,VX,330,N640VA,SFO,LAX,1110,1109,-1,10,1119,80,68,53,1212,5,1230,1217,0,0,,NA,NA,NA,NA,NA,-13,337
2015,1,17,6,DL,1741,N389DA,SLC,PDX,1135,1134,-1,16,1150,123,127,107,1237,4,1238,1241,0,0,,NA,NA,NA,NA,NA,3,630
2015,1,17,6,AA,2358,N426AA,DFW,MCO,1315,1309,-6,18,1327,147,151,119,1626,14,1642,1640,0,0,,NA,NA,NA,NA,NA,-2,985
2015,1,17,6,EV,4767,N14573,SAV,IAD,1430,1420,-10,10,1430,100,97,79,1549,8,1610,1557,0,0,,NA,NA,NA,NA,NA,-13,515
2015,1,17,6,MQ,3289,N660MQ,ORD,SUX,1450,1449,-1,15,1504,93,86,67,1611,4,1623,1615,0,0,,NA,NA,NA,NA,NA,-8,436
2015,1,17,6,DL,1436,N371NW,DTW,BWI,2010,2003,-7,19,2022,100,84,60,2122,5,2150,2127,0,0,,NA,NA,NA,NA,NA,-23,409
2015,1,17,6,US,864,N961UW,CLT,ORF,2225,2222,-3,12,2234,65,57,41,2315,4,2330,2319,0,0,,NA,NA,NA,NA,NA,-11,290
2015,1,18,7,WN,1734,N736SA,LAS,RNO,1020,1038,18,9,1047,80,68,56,1143,3,1140,1146,0,0,,NA,NA,NA,NA,NA,6,345
2015,1,18,7,UA,527,N824UA,ORD,IAH,1100,1055,-5,20,1115,178,149,121,1316,8,1358,1324,0,0,,NA,NA,NA,NA,NA,-34,925
2015,1,18,7,OO,5494,N770SK,ASE,SFO,1312,1315,3,9,1324,147,149,133,1437,7,1439,1444,0,0,,NA,NA,NA,NA,NA,5,848
2015,1,18,7,WN,898,N448WN,LAX,LAS,1440,1447,7,7,1454,65,53,41,1535,5,1545,1540,0,0,,NA,NA,NA,NA,NA,-5,236
2015,1,18,7,EV,6064,N13969,ORD,ATW,1446,1439,-7,9,1448,59,42,30,1518,3,1545,1521,0,0,,NA,NA,NA,NA,NA,-24,160
2015,1,18,7,US,1876,N819AW,MCO,DCA,1459,1457,-2,20,1517,124,117,94,1651,3,1703,1654,0,0,,NA,NA,NA,NA,NA,-9,759
2015,1,18,7,WN,1623,N551WN,MDW,BNA,1600,1608,8,10,1618,85,81,52,1710,19,1725,1729,0,0,,NA,NA,NA,NA,NA,4,395
2015,1,18,7,DL,1208,N3759,SLC,CVG,1705,1659,-6,15,1714,194,179,161,2155,3,2219,2158,0,0,,NA,NA,NA,NA,NA,-21,1450
2015,1,18,7,WN,678,N627SW,BHM,BWI,1740,1740,0,6,1746,110,101,91,2017,4,2030,2021,0,0,,NA,NA,NA,NA,NA,-9,682
2015,1,18,7,US,689,N549UW,SEA,PHX,1755,1749,-6,19,1808,165,159,136,2124,4,2140,2128,0,0,,NA,NA,NA,NA,NA,-12,1107
2015,1,18,7,MQ,3499,N928MQ,DFW,TLH,1840,1847,7,11,1858,117,117,95,2133,11,2137,2144,0,0,,NA,NA,NA,NA,NA,7,767
2015,1,19,1,AA,248,N5BTAA,SEA,DFW,848,904,16,13,917,227,209,189,1426,7,1435,1433,0,0,,NA,NA,NA,NA,NA,-2,1660
2015,1,19,1,WN,373,N7709A,OAK,SEA,1110,1119,9,7,1126,120,109,97,1303,5,1310,1308,0,0,,NA,NA,NA,NA,NA,-2,671
2015,1,19,1,WN,162,N282WN,MCI,DCA,1150,1148,-2,7,1155,135,123,112,1447,4,1505,1451,0,0,,NA,NA,NA,NA,NA,-14,949
2015,1,19,1,UA,282,N840UA,DCA,IAH,1349,1343,-6,12,1355,219,193,177,1552,4,1628,1556,0,0,,NA,NA,NA,NA,NA,-32,1208
2015,1,19,1,B6,951,N583JB,BOS,MCO,1548,1548,0,12,1600,200,178,160,1840,6,1908,1846,0,0,,NA,NA,NA,NA,NA,-22,1121
2015,1,19,1,DL,1059,N603AT,MHT,DTW,1632,1630,-2,20,1650,137,123,96,1826,7,1849,1833,0,0,,NA,NA,NA,NA,NA,-16,610
2015,1,19,1,VX,592,N837VA,SFO,PSP,1700,1652,-8,12,1704,80,81,63,1807,6,1820,1813,0,0,,NA,NA,NA,NA,NA,-7,421
2015,1,19,1,WN,1927,N901WN,AUS,LBB,1935,1929,-6,11,1940,70,69,54,2034,4,2045,2038,0,0,,NA,NA,NA,NA,NA,-7,341
2015,1,20,2,MQ,3597,N646MQ,CVG,DFW,550,550,0,16,606,174,155,131,717,8,744,725,0,0,,NA,NA,NA,NA,NA,-19,812
2015,1,20,2,DL,1321,N362NW,BUF,DTW,615,615,0,24,639,94,77,48,727,5,749,732,0,0,,NA,NA,NA,NA,NA,-17,241
2015,1,20,2,MQ,2913,N680MQ,GPT,DFW,621,616,-5,9,625,119,107,84,749,14,820,803,0,0,,NA,NA,NA,NA,NA,-17,500
2015,1,20,2,OO,4489,N800SK,ORD,MSP,652,649,-3,17,706,98,114,90,836,7,830,843,0,0,,NA,NA,NA,NA,NA,13,334
2015,1,20,2,OO,6322,N221SW,LAX,SAN,743,736,-7,15,751,54,51,33,824,3,837,827,0,0,,NA,NA,NA,NA,NA,-10,109
2015,1,20,2,B6,460,N760JB,FLL,BDL,1031,1035,4,16,1051,171,162,142,1313,4,1322,1317,0,0,,NA,NA,NA,NA,NA,-5,1173
2015,1,20,2,WN,4101,N490WN,MEM,TPA,1115,1110,-5,9,1119,105,97,83,1342,5,1400,1347,0,0,,NA,NA,NA,NA,NA,-13,655
2015,1,20,2,OO,2699,N899SK,ABQ,PHX,1225,1218,-7,12,1230,83,81,63,1333,6,1348,1339,0,0,,NA,NA,NA,NA,NA,-9,328
2015,1,20,2,MQ,3134,N511MQ,STL,LGA,1320,1314,-6,11,1325,132,126,110,1615,5,1632,1620,0,0,,NA,NA,NA,NA,NA,-12,888
2015,1,20,2,EV,4579,N14171,MOB,IAH,1517,1512,-5,13,1525,98,105,82,1647,10,1655,1657,0,0,,NA,NA,NA,NA,NA,2,427
2015,1,20,2,AA,2380,N4YMAA,LAX,STL,1528,1524,-4,23,1547,211,201,175,2042,3,2059,2045,0,0,,NA,NA,NA,NA,NA,-14,1592
2015,1,20,2,MQ,3073,N500MQ,ORD,CLE,1545,1545,0,16,1601,74,72,53,1754,3,1759,1757,0,0,,NA,NA,NA,NA,NA,-2,315
2015,1,20,2,WN,329,N964WN,DEN,LAS,1615,1624,9,7,1631,115,105,94,1705,4,1710,1709,0,0,,NA,NA,NA,NA,NA,-1,628
2015,1,20,2,DL,1889,N906AT,CHA,ATL,1711,1708,-3,14,1722,65,45,27,1749,4,1816,1753,0,0,,NA,NA,NA,NA,NA,-23,106
2015,1,20,2,DL,2320,N3763D,JFK,SJU,1855,1859,4,30,1929,236,235,200,2349,5,2351,2354,0,0,,NA,NA,NA,NA,NA,3,1598
2015,1,20,2,DL,1638,N916DE,ATL,DCA,1920,1918,-2,16,1934,104,99,79,2053,4,2104,2057,0,0,,NA,NA,NA,NA,NA,-7,547
2015,1,21,3,WN,850,N8605E,PVD,BWI,605,602,-3,19,621,95,90,67,728,4,740,732,0,0,,NA,NA,NA,NA,NA,-8,327
2015,1,21,3,US,590,N746UW,PHX,MCI,955,950,-5,21,1011,160,139,115,1306,3,1335,1309,0,0,,NA,NA,NA,NA,NA,-26,1044
2015,1,21,3,US,626,N541UW,LGA,CLT,1300,1254,-6,35,1329,120,136,95,1504,6,1500,1510,0,0,,NA,NA,NA,NA,NA,10,544
2015,1,21,3,UA,374,N826UA,ORD,ROC,1315,1314,-1,17,1331,101,89,69,1540,3,1556,1543,0,0,,NA,NA,NA,NA,NA,-13,528
2015,1,21,3,UA,462,N448UA,SFO,MSY,1500,1450,-10,25,1515,247,250,222,2057,3,2107,2100,0,0,,NA,NA,NA,NA,NA,-7,1911
2015,1,21,3,DL,1144,N329NB,DTW,DCA,1520,1528,8,32,1600,93,104,63,1703,9,1653,1712,0,0,,11,0,0,8,0,19,405
2015,1,21,3,WN,2602,N8315C,CMH,MDW,1750,1749,-1,7,1756,75,68,58,1754,3,1805,1757,0,0,,NA,NA,NA,NA,NA,-8,283
2015,1,21,3,WN,4125,N385SW,BOS,STL,1755,1753,-2,17,1810,200,194,172,2002,5,2015,2007,0,0,,NA,NA,NA,NA,NA,-8,1047
2015,1,21,3,WN,397,N740SW,FLL,ATL,1755,1802,7,19,1821,120,118,90,1951,9,1955,2000,0,0,,NA,NA,NA,NA,NA,5,581
2015,1,21,3,AA,1670,N3FXAA,BOS,ORD,1758,1754,-4,18,1812,182,161,129,1921,14,2000,1935,0,0,,NA,NA,NA,NA,NA,-25,867
2015,1,22,4,UA,1592,N58101,EWR,MCO,735,739,4,15,754,179,170,146,1020,9,1034,1029,0,0,,NA,NA,NA,NA,NA,-5,937
2015,1,22,4,US,1778,N961UW,AUS,PHL,755,830,35,10,840,192,179,161,1221,8,1207,1229,0,0,,0,0,22,0,0,22,1430
2015,1,22,4,UA,1211,N56859,IAD,LAX,826,826,0,30,856,351,335,299,1055,6,1117,1101,0,0,,NA,NA,NA,NA,NA,-16,2288
2015,1,22,4,WN,7,N947WN,DAL,HOU,830,832,2,11,843,65,64,48,931,5,935,936,0,0,,NA,NA,NA,NA,NA,1,239
2015,1,22,4,B6,1383,N267JB,BOS,RDU,830,820,-10,14,834,132,122,105,1019,3,1042,1022,0,0,,NA,NA,NA,NA,NA,-20,612
2015,1,22,4,UA,1168,N77865,ORD,LAX,848,845,-3,18,903,271,244,216,1039,10,1119,1049,0,0,,NA,NA,NA,NA,NA,-30,1744
2015,1,22,4,UA,740,N482UA,DEN,MSY,1001,959,-2,14,1013,156,148,129,1322,5,1337,1327,0,0,,NA,NA,NA,NA,NA,-10,1062
2015,1,22,4,WN,1091,N7748A,OAK,LAX,1130,1126,-4,11,1137,75,70,55,1232,4,1245,1236,0,0,,NA,NA,NA,NA,NA,-9,337
2015,1,22,4,DL,2344,N922AT,ATL,CHA,1153,1201,8,8,1209,48,34,24,1233,2,1241,1235,0,0,,NA,NA,NA,NA,NA,-6,106
2015,1,22,4,WN,4393,N604SW,SJC,LAS,1240,1242,2,7,1249,80,74,62,1351,5,1400,1356,0,0,,NA,NA,NA,NA,NA,-4,386
2015,1,22,4,WN,339,N453WN,TPA,MDW,1240,1234,-6,9,1243,165,155,141,1404,5,1425,1409,0,0,,NA,NA,NA,NA,NA,-16,997
2015,1,22,4,OO,2728,N889AS,YUM,PHX,1605,1632,27,16,1648,53,55,33,1721,6,1658,1727,0,0,,2,0,0,27,0,29,160
2015,1,22,4,US,555,N128UW,PHL,SLC,1810,1825,15,24,1849,313,274,244,2053,6,2123,2059,0,0,,NA,NA,NA,NA,NA,-24,1927
2015,1,22,4,F9,1261,N205FR,TPA,ORD,1845,1842,-3,16,1858,170,163,140,2018,7,2035,2025,0,0,,NA,NA,NA,NA,NA,-10,1012
2015,1,22,4,OO,5507,N795SK,DEN,ASE,1848,1902,14,15,1917,45,39,22,1939,2,1933,1941,0,0,,NA,NA,NA,NA,NA,8,125
2015,1,22,4,B6,2019,N247JB,ORH,FLL,1859,1908,9,11,1919,203,190,172,2211,7,2222,2218,0,0,,NA,NA,NA,NA,NA,-4,1211
2015,1,23,5,WN,3919,N787SA,BHM,BWI,600,559,-1,9,608,115,107,85,833,13,855,846,0,0,,NA,NA,NA,NA,NA,-9,682
2015,1,23,5,EV,4535,N16112,EWR,MSP,630,628,-2,16,644,195,192,166,830,10,845,840,0,0,,NA,NA,NA,NA,NA,-5,1008
2015,1,23,5,WN,1102,N620SW,SFO,PHX,635,630,-5,9,639,110,103,91,910,3,925,913,0,0,,NA,NA,NA,NA,NA,-12,651
2015,1,23,5,OO,4718,N449SW,SBN,MSP,735,730,-5,25,755,109,94,65,800,4,824,804,0,0,,NA,NA,NA,NA,NA,-20,411
2015,1,23,5,AS,83,N577AS,SEA,ANC,800,801,1,15,816,229,214,193,1029,6,1049,1035,0,0,,NA,NA,NA,NA,NA,-14,1448
2015,1,23,5,EV,6164,N13550,ORD,ATW,945,943,-2,35,1018,59,70,31,1049,4,1044,1053,0,0,,NA,NA,NA,NA,NA,9,160
2015,1,23,5,EV,4299,N16963,EWR,ROC,1059,1052,-7,20,1112,77,75,46,1158,9,1216,1207,0,0,,NA,NA,NA,NA,NA,-9,246
2015,1,23,5,UA,1735,N37456,EWR,LAX,1130,1130,0,15,1145,376,346,326,1411,5,1446,1416,0,0,,NA,NA,NA,NA,NA,-30,2454
2015,1,23,5,UA,471,N485UA,PHX,SFO,1156,1150,-6,30,1220,133,134,101,1301,3,1309,1304,0,0,,NA,NA,NA,NA,NA,-5,651
2015,1,23,5,DL,2236,N687DL,ATL,PHL,1351,1348,-3,22,1410,123,108,82,1532,4,1554,1536,0,0,,NA,NA,NA,NA,NA,-18,666
2015,1,23,5,OO,5385,N566SW,SBP,SFO,1413,1404,-9,7,1411,67,54,45,1456,2,1520,1458,0,0,,NA,NA,NA,NA,NA,-22,190
2015,1,23,5,MQ,3592,N636MQ,EYW,MIA,1425,1425,0,11,1436,45,38,23,1459,4,1510,1503,0,0,,NA,NA,NA,NA,NA,-7,125
2015,1,23,5,WN,2429,N7733B,SMF,SNA,1505,1514,9,6,1520,80,76,65,1625,5,1625,1630,0,0,,NA,NA,NA,NA,NA,5,404
2015,1,23,5,EV,4272,N12922,CLE,DCA,1536,1524,-12,19,1543,82,77,52,1635,6,1658,1641,0,0,,NA,NA,NA,NA,NA,-17,310
2015,1,23,5,MQ,3029,N523MQ,SYR,ORD,1646,1644,-2,13,1657,139,124,96,1733,15,1805,1748,0,0,,NA,NA,NA,NA,NA,-17,607
2015,1,23,5,WN,827,N7708E,JAX,BWI,1930,2024,54,8,2032,110,95,83,2155,4,2120,2159,0,0,,0,0,0,39,0,39,663
2015,1,23,5,DL,1917,N361NW,DTW,LAS,1955,1953,-2,20,2013,281,244,218,2051,6,2136,2057,0,0,,NA,NA,NA,NA,NA,-39,1749
2015,1,24,6,OO,7382,N431SW,CPR,SLC,600,548,-12,10,558,80,64,49,647,5,720,652,0,0,,NA,NA,NA,NA,NA,-28,320
2015,1,24,6,DL,2298,N913DN,SRQ,ATL,1117,1115,-2,10,1125,99,92,77,1242,5,1256,1247,0,0,,NA,NA,NA,NA,NA,-9,444
2015,1,24,6,MQ,3450,N699MQ,DFW,MAF,1255,1250,-5,12,1302,72,68,52,1354,4,1407,1358,0,0,,NA,NA,NA,NA,NA,-9,309
2015,1,24,6,OO,6237,N929SW,DEN,FSD,1428,1422,-6,10,1432,93,87,71,1643,6,1701,1649,0,0,,NA,NA,NA,NA,NA,-12,483
2015,1,24,6,UA,1025,N19136,EWR,IAH,1510,1521,11,14,1535,244,228,201,1756,13,1814,1809,0,0,,NA,NA,NA,NA,NA,-5,1400
2015,1,24,6,B6,813,N526JB,HPN,FLL,1534,1541,7,27,1608,190,204,163,1851,14,1844,1905,0,0,,14,0,7,0,0,21,1097
